SCRUB_ITEM,TIME_DIM_KEY,SCRUB_TRANS_NO,TRANS_SEQ_NO,UNIT_QTY,UNIT_PRICE,UNIT_COST
40,20180215,589,1,1.000,39.99,23.750
40,20180215,590,1,1.000,39.99,23.750
40,20180221,684,1,1.000,39.99,23.750
40,20180223,710,1,1.000,39.99,23.750
40,20180223,711,1,1.000,39.99,23.750
40,20180226,755,1,1.000,39.99,23.750
40,20180226,757,1,1.000,39.99,23.750
40,20180228,791,1,1.000,39.99,23.750
40,20180305,843,1,1.000,39.99,23.750
40,20180305,846,1,1.000,39.99,23.750
40,20180307,898,1,1.000,39.99,23.750
40,20180308,920,1,1.000,39.99,23.750
40,20180309,930,1,1.000,39.99,23.750
40,20180309,931,1,1.000,39.99,23.750
40,20180314,978,1,1.000,39.99,23.750
40,20180316,1041,1,1.000,39.99,23.750
40,20180319,1070,1,1.000,39.99,23.750
40,20180319,1071,1,1.000,39.99,23.750
40,20180320,1082,1,1.000,39.99,23.750
40,20180320,1083,1,1.000,39.99,23.750
40,20180320,1084,1,1.000,39.99,23.750
40,20180321,1099,1,1.000,39.99,23.750
40,20180322,1122,1,1.000,39.99,23.750
40,20180322,1123,1,6.000,39.99,23.750
40,20180323,1138,1,1.000,39.99,23.750
40,20180326,1170,1,2.000,39.99,23.750
40,20180327,1202,1,1.000,39.99,23.750
40,20180327,1203,1,1.000,39.99,23.750
40,20180328,1225,1,1.000,39.99,23.750
40,20180328,1226,1,1.000,39.99,23.750
40,20180329,1240,1,1.000,39.99,23.750
40,20180330,1261,1,1.000,39.99,23.750
40,20180330,1262,1,4.000,39.99,23.750
40,20180402,1294,1,1.000,39.99,23.750
40,20180402,1295,1,1.000,39.99,23.750
40,20180404,1331,1,1.000,39.99,23.750
40,20180406,1368,1,1.000,39.99,23.750
40,20180406,1369,1,1.000,39.99,23.750
40,20180410,1400,1,1.000,39.99,23.750
40,20180410,1401,1,1.000,39.99,23.750
40,20180410,1403,1,1.000,39.99,23.750
40,20180410,1404,1,1.000,39.99,23.750
40,20180410,1405,1,1.000,39.99,23.750
40,20180410,1406,1,2.000,39.99,23.750
40,20180410,1424,1,3.000,39.99,23.750
40,20180410,1425,1,1.000,39.99,23.750
40,20180410,1426,1,1.000,39.99,23.750
40,20180410,1428,1,3.000,39.99,23.750
40,20180410,1429,2,-3.000,39.99,23.750
40,20180411,1469,1,1.000,39.99,23.750
40,20180413,1525,1,1.000,39.99,23.750
40,20180413,1526,1,1.000,39.99,23.750
40,20180413,1527,1,1.000,39.99,23.750
40,20180413,1529,1,1.000,39.99,23.750
40,20180413,1530,1,1.000,39.99,23.750
40,20180416,1570,1,2.000,39.99,23.750
40,20180416,1572,1,1.000,39.99,23.750
40,20180416,1574,1,1.000,39.99,23.750
40,20180416,1575,1,1.000,39.99,23.750
40,20180416,1576,1,1.000,39.99,23.750
40,20180416,1577,1,1.000,39.99,23.750
40,20180416,1578,1,1.000,39.99,23.750
40,20180416,1579,1,1.000,39.99,23.750
40,20180416,1580,1,1.000,39.99,23.750
40,20180416,1581,1,1.000,39.99,23.750
40,20180417,1632,1,1.000,39.99,23.750
40,20180419,1709,1,1.000,39.99,23.750
40,20180419,1711,1,1.000,39.99,23.750
40,20180423,1775,1,1.000,39.99,23.750
40,20180423,1780,1,2.000,39.99,23.750
40,20180426,1861,1,1.000,39.99,23.750
40,20180426,1863,1,1.000,39.99,23.750
40,20180430,1919,1,1.000,39.99,23.750
40,20180430,1920,1,1.000,39.99,23.750
40,20180430,1921,1,1.000,39.99,23.750
40,20180430,1922,1,1.000,39.99,23.750
40,20180430,1923,1,1.000,39.99,23.750
40,20180501,1967,1,1.000,39.99,23.750
40,20180507,2086,1,1.000,39.99,23.750
40,20180507,2087,1,1.000,39.99,23.750
40,20180514,2208,1,1.000,39.99,23.750
40,20180516,2241,1,1.000,39.99,23.750
40,20180517,2261,1,1.000,39.99,23.750
40,20180517,2262,1,1.000,39.99,23.750
40,20180521,2292,1,1.000,39.99,23.750
40,20180521,2296,1,1.000,39.99,23.750
40,20180522,2333,1,1.000,39.99,23.750
40,20180525,2402,1,1.000,39.99,23.750
40,20180529,2459,1,1.000,39.99,23.750
40,20180604,2522,1,1.000,39.99,23.750
40,20180607,2605,1,1.000,39.99,23.750
40,20180709,3083,1,1.000,39.99,23.750
40,20180711,3163,1,1.000,39.99,23.750
40,20180718,3305,1,1.000,39.99,23.750
40,20180724,3410,1,1.000,39.99,23.750
40,20180726,3446,4,-1.000,39.99,23.750
40,20180726,3447,2,1.000,39.99,23.750
40,20180726,3451,1,1.000,39.99,23.750
40,20180730,3483,1,1.000,39.99,23.750
40,20180730,3485,1,1.000,39.99,23.750
40,20180806,3575,1,1.000,39.99,23.750
40,20180807,3594,1,2.000,39.99,23.750
40,20180820,3724,1,2.000,39.99,23.750
40,20180822,3778,1,1.000,39.99,23.750
40,20180824,3816,1,1.000,39.99,23.750
40,20180827,3832,1,1.000,39.99,23.750
40,20180828,3878,1,1.000,39.99,23.750
40,20180830,3941,1,2.000,39.99,23.750
40,20180904,4000,1,1.000,39.99,23.750
40,20180904,4001,1,1.000,39.99,23.750
40,20180905,4064,1,1.000,39.99,23.750
40,20180906,4092,1,1.000,39.99,23.750
40,20180910,4145,1,1.000,39.99,23.750
40,20180910,4146,1,1.000,39.99,23.750
40,20180910,4147,1,2.000,39.99,23.750
40,20180917,4274,1,1.000,39.99,23.750
40,20180917,4275,1,1.000,39.99,23.750
40,20180917,4278,1,5.000,39.99,23.750
40,20180918,4303,1,1.000,39.99,23.750
40,20180918,4305,1,1.000,39.99,23.750
40,20180921,4370,1,1.000,39.99,23.750
40,20180921,4371,1,1.000,39.99,23.750
40,20180924,4396,1,1.000,39.99,23.750
40,20180924,4397,1,1.000,39.99,23.750
40,20180924,4398,1,2.000,39.99,23.750
40,20180924,4399,1,1.000,39.99,23.750
40,20180924,4400,1,1.000,39.99,23.750
40,20180924,4401,1,1.000,39.99,23.750
40,20180924,4402,1,1.000,39.99,23.750
40,20180924,4403,1,1.000,39.99,23.750
40,20180924,4404,6,1.000,39.99,23.750
40,20180925,4460,1,1.000,39.99,23.750
40,20180926,4477,1,1.000,39.99,23.750
40,20180927,4491,1,2.000,39.99,23.750
40,20180927,4492,1,1.000,39.99,23.750
40,20180928,4503,1,1.000,39.99,23.750
40,20180928,4507,1,1.000,39.99,23.750
40,20181001,4534,1,2.000,39.99,23.750
40,20181002,4567,1,1.000,39.99,23.750
40,20181003,4579,1,1.000,39.99,23.750
40,20181003,4580,1,2.000,39.99,23.750
40,20181003,4581,1,1.000,39.99,23.750
40,20181004,4604,2,1.000,39.99,23.750
40,20181004,4607,1,1.000,39.99,23.750
40,20181025,5080,1,1.000,39.99,23.750
40,20181025,5081,1,1.000,39.99,23.750
40,20181025,5082,1,1.000,39.99,23.750
40,20181026,5093,1,1.000,39.99,23.750
40,20181029,5107,1,1.000,39.99,23.750
40,20181029,5108,1,1.000,39.99,23.750
40,20181029,5109,1,1.000,39.99,23.750
40,20181029,5110,2,1.000,39.99,23.750
40,20181029,5111,1,1.000,39.99,23.750
40,20181029,5112,1,1.000,39.99,23.750
40,20181029,5113,1,1.000,39.99,23.750
40,20181029,5114,1,2.000,39.99,23.750
40,20181029,5115,1,1.000,39.99,23.750
40,20181029,5116,2,1.000,39.99,23.750
40,20181029,5117,1,1.000,39.99,23.750
40,20181030,5143,1,1.000,39.99,23.750
40,20181030,5144,1,2.000,39.99,23.750
40,20181030,5145,1,1.000,39.99,23.750
40,20181030,5146,1,1.000,39.99,23.750
40,20181031,5162,1,1.000,39.99,23.750
40,20181031,5163,1,1.000,39.99,23.750
40,20181031,5164,1,1.000,39.99,23.750
40,20181101,5176,1,1.000,39.99,23.750
40,20181102,5187,1,2.000,39.99,23.750
40,20181102,5188,2,1.000,39.99,23.750
40,20181102,5189,1,2.000,39.99,23.750
40,20181102,5190,1,3.000,39.99,23.750
40,20181106,5265,1,1.000,39.99,23.750
40,20181106,5266,1,1.000,39.99,23.750
40,20181106,5267,1,1.000,39.99,23.750
40,20181106,5268,1,1.000,39.99,23.750
40,20181106,5269,2,1.000,39.99,23.750
40,20181106,5270,1,1.000,39.99,23.750
40,20181106,5271,1,1.000,39.99,23.750
40,20181106,5272,1,1.000,39.99,23.750
40,20181106,5273,1,1.000,39.99,23.750
40,20181106,5274,1,1.000,39.99,23.750
40,20181106,5275,7,1.000,39.99,23.750
40,20181106,5276,1,1.000,39.99,23.750
40,20181106,5277,1,2.000,39.99,23.750
40,20181106,5278,1,2.000,39.99,23.750
40,20181106,5279,1,1.000,39.99,23.750
40,20181106,5280,1,1.000,39.99,23.750
40,20181106,5283,1,1.000,39.99,23.750
40,20181106,5284,1,1.000,39.99,23.750
40,20181106,5285,1,1.000,39.99,23.750
40,20181106,5286,1,1.000,39.99,23.750
40,20181106,5287,1,1.000,39.99,23.750
40,20181106,5288,1,1.000,39.99,23.750
40,20181106,5289,1,1.000,39.99,23.750
40,20181107,5309,1,2.000,39.99,23.750
40,20181107,5310,1,2.000,39.99,23.750
40,20181107,5311,1,1.000,39.99,23.750
40,20181108,5335,1,2.000,39.99,23.750
40,20181108,5336,1,1.000,39.99,23.750
40,20181108,5337,1,1.000,39.99,23.750
40,20181109,5360,1,1.000,39.99,23.750
40,20181109,5361,1,2.000,39.99,23.750
40,20181109,5362,1,1.000,39.99,23.750
40,20181109,5363,2,1.000,39.99,23.750
40,20181109,5364,1,1.000,39.99,23.750
40,20181113,5409,1,1.000,39.99,23.750
40,20181113,5410,1,1.000,39.99,23.750
40,20181113,5411,1,1.000,39.99,23.750
40,20181113,5412,1,1.000,39.99,23.750
40,20181113,5413,1,1.000,39.99,23.750
40,20181113,5414,2,1.000,39.99,23.750
40,20181113,5416,1,1.000,39.99,23.750
40,20181113,5417,1,1.000,39.99,23.750
40,20181113,5418,1,1.000,39.99,23.750
40,20181113,5419,1,1.000,39.99,23.750
40,20181113,5460,1,1.000,39.99,23.750
40,20181113,5461,2,2.000,39.99,23.750
40,20181113,5462,1,1.000,39.99,23.750
40,20181113,5463,1,1.000,39.99,23.750
40,20181113,5464,1,1.000,39.99,23.750
40,20181113,5465,3,1.000,39.99,23.750
40,20181113,5466,1,1.000,39.99,23.750
40,20181113,5467,1,1.000,39.99,23.750
40,20181113,5468,1,1.000,39.99,23.750
40,20181113,5469,1,1.000,39.99,23.750
40,20181113,5470,1,1.000,39.99,23.750
40,20181113,5471,1,1.000,39.99,23.750
40,20181113,5472,1,1.000,39.99,23.750
40,20181113,5474,1,1.000,39.99,23.750
40,20181113,5475,1,1.000,39.99,23.750
40,20181113,5476,1,1.000,39.99,23.750
40,20181113,5477,1,1.000,39.99,23.750
40,20181113,5478,1,1.000,39.99,23.750
40,20181113,5479,1,1.000,39.99,23.750
40,20181113,5480,1,1.000,39.99,23.750
40,20181113,5481,1,1.000,39.99,23.750
40,20181113,5482,1,1.000,39.99,23.750
40,20181113,5484,1,1.000,39.99,23.750
40,20181113,5485,1,1.000,39.99,23.750
40,20181114,5531,1,1.000,39.99,23.750
40,20181114,5532,1,3.000,39.99,23.750
40,20181114,5533,1,2.000,39.99,23.750
40,20181114,5534,1,1.000,39.99,23.750
40,20181114,5535,1,1.000,39.99,23.750
40,20181114,5536,1,1.000,39.99,23.750
40,20181114,5537,1,1.000,39.99,23.750
40,20181114,5538,1,1.000,39.99,23.750
40,20181114,5539,1,1.000,39.99,23.750
40,20181114,5540,1,1.000,39.99,23.750
40,20181114,5541,1,3.000,39.99,23.750
40,20181114,5542,1,1.000,39.99,23.750
40,20181114,5543,1,1.000,39.99,23.750
40,20181114,5544,1,1.000,39.99,23.750
40,20181114,5545,1,1.000,39.99,23.750
40,20181114,5546,1,1.000,39.99,23.750
40,20181114,5547,1,1.000,39.99,23.750
40,20181114,5548,1,1.000,39.99,23.750
40,20181114,5549,1,1.000,39.99,23.750
40,20181114,5550,1,1.000,39.99,23.750
40,20181114,5563,1,1.000,39.99,23.750
40,20181114,5564,1,2.000,39.99,23.750
40,20181114,5565,1,1.000,39.99,23.750
40,20181114,5566,1,1.000,39.99,23.750
40,20181114,5567,1,1.000,39.99,23.750
40,20181114,5568,1,1.000,39.99,23.750
40,20181114,5569,1,2.000,39.99,23.750
40,20181114,5570,1,1.000,39.99,23.750
40,20181114,5571,1,3.000,39.99,23.750
40,20181114,5572,1,2.000,39.99,23.750
40,20181114,5573,1,1.000,39.99,23.750
40,20181114,5574,1,1.000,39.99,23.750
40,20181114,5575,1,1.000,39.99,23.750
40,20181114,5576,1,1.000,39.99,23.750
40,20181114,5577,1,1.000,39.99,23.750
40,20181114,5578,1,1.000,39.99,23.750
40,20181114,5579,1,2.000,39.99,23.750
40,20181114,5580,1,1.000,39.99,23.750
40,20181114,5581,1,1.000,39.99,23.750
40,20181114,5582,1,1.000,39.99,23.750
40,20181114,5583,1,1.000,39.99,23.750
40,20181114,5584,1,1.000,39.99,23.750
40,20181114,5585,1,1.000,39.99,23.750
40,20181114,5586,1,1.000,39.99,23.750
40,20181114,5587,2,1.000,39.99,23.750
40,20181114,5588,1,1.000,39.99,23.750
40,20181114,5589,1,1.000,39.99,23.750
40,20181114,5590,1,1.000,39.99,23.750
40,20181114,5591,1,1.000,39.99,23.750
40,20181114,5592,1,1.000,39.99,23.750
40,20181114,5593,1,1.000,39.99,23.750
40,20181114,5594,1,1.000,39.99,23.750
40,20181114,5595,1,2.000,39.99,23.750
40,20181114,5596,1,1.000,39.99,23.750
40,20181115,5619,1,1.000,39.99,23.750
40,20181115,5620,1,1.000,39.99,23.750
40,20181115,5621,2,1.000,39.99,23.750
40,20181115,5622,1,1.000,39.99,23.750
40,20181115,5623,1,1.000,39.99,23.750
40,20181115,5624,1,1.000,39.99,23.750
40,20181115,5625,1,1.000,39.99,23.750
40,20181115,5626,1,1.000,39.99,23.750
40,20181115,5627,1,1.000,39.99,23.750
40,20181115,5628,1,1.000,39.99,23.750
40,20181115,5629,1,2.000,39.99,23.750
40,20181115,5630,1,1.000,39.99,23.750
40,20181115,5631,2,4.000,39.99,23.750
40,20181115,5632,1,1.000,39.99,23.750
40,20181115,5633,1,2.000,39.99,23.750
40,20181115,5636,1,1.000,39.99,23.750
40,20181115,5637,1,1.000,39.99,23.750
40,20181115,5638,1,1.000,39.99,23.750
40,20181115,5639,1,1.000,39.99,23.750
40,20181115,5640,1,1.000,39.99,23.750
40,20181115,5641,1,1.000,39.99,23.750
40,20181115,5642,1,1.000,39.99,23.750
40,20181115,5643,1,1.000,39.99,23.750
40,20181115,5644,1,1.000,39.99,23.750
40,20181116,5661,1,1.000,39.99,23.750
40,20181116,5663,1,2.000,39.99,23.750
40,20181116,5664,1,1.000,39.99,23.750
40,20181116,5665,1,1.000,39.99,23.750
40,20181116,5666,1,1.000,39.99,23.750
40,20181116,5667,1,2.000,39.99,23.750
40,20181116,5668,1,1.000,39.99,23.750
40,20181116,5669,1,1.000,39.99,23.750
40,20181116,5670,1,1.000,39.99,23.750
40,20181116,5671,1,1.000,39.99,23.750
40,20181116,5672,1,1.000,39.99,23.750
40,20181116,5673,1,1.000,39.99,23.750
40,20181116,5682,1,1.000,39.99,23.750
40,20181116,5683,1,1.000,39.99,23.750
40,20181116,5685,1,1.000,39.99,23.750
40,20181116,5686,1,1.000,39.99,23.750
40,20181116,5687,1,1.000,39.99,23.750
40,20181116,5688,1,1.000,39.99,23.750
40,20181116,5689,1,1.000,39.99,23.750
40,20181116,5690,1,1.000,39.99,23.750
40,20181116,5691,1,1.000,39.99,23.750
40,20181116,5692,4,1.000,39.99,23.750
40,20181116,5693,1,4.000,39.99,23.750
40,20181116,5694,2,1.000,39.99,23.750
40,20181116,5695,2,1.000,39.99,23.750
40,20181116,5696,1,1.000,39.99,23.750
40,20181116,5697,1,1.000,39.99,23.750
40,20181116,5698,1,1.000,39.99,23.750
40,20181116,5699,1,2.000,39.99,23.750
40,20181116,5700,1,2.000,39.99,23.750
40,20181116,5701,1,1.000,39.99,23.750
40,20181116,5702,1,1.000,39.99,23.750
40,20181116,5703,1,1.000,39.99,23.750
40,20181116,5704,1,1.000,39.99,23.750
40,20181116,5705,1,1.000,39.99,23.750
40,20181116,5706,1,1.000,39.99,23.750
40,20181116,5707,1,1.000,39.99,23.750
40,20181116,5708,1,1.000,39.99,23.750
40,20181116,5709,1,1.000,39.99,23.750
40,20181116,5710,1,1.000,39.99,23.750
40,20181121,5862,1,2.000,39.99,23.750
40,20181121,5877,1,1.000,39.99,23.750
40,20181126,6022,1,1.000,39.99,23.750
40,20181126,6023,1,1.000,39.99,23.750
40,20181126,6024,1,1.000,39.99,23.750
40,20181126,6025,1,1.000,39.99,23.750
40,20181126,6026,1,2.000,39.99,23.750
40,20181126,6027,1,1.000,39.99,23.750
40,20181126,6028,1,1.000,39.99,23.750
40,20181126,6029,1,1.000,39.99,23.750
40,20181126,6030,1,1.000,39.99,23.750
40,20181126,6031,2,1.000,39.99,23.750
40,20181126,6032,1,1.000,39.99,23.750
40,20181126,6033,1,1.000,39.99,23.750
40,20181126,6034,1,2.000,39.99,23.750
40,20181126,6035,1,1.000,39.99,23.750
40,20181126,6036,1,1.000,39.99,23.750
40,20181126,6037,1,1.000,39.99,23.750
40,20181126,6038,1,1.000,39.99,23.750
40,20181126,6039,1,3.000,39.99,23.750
40,20181126,6040,1,2.000,39.99,23.750
40,20181126,6041,1,1.000,39.99,23.750
40,20181126,6042,1,1.000,39.99,23.750
40,20181126,6043,1,1.000,39.99,23.750
40,20181126,6044,1,1.000,39.99,23.750
40,20181126,6045,1,1.000,39.99,23.750
40,20181126,6047,1,1.000,39.99,23.750
40,20181126,6048,1,2.000,39.99,23.750
40,20181126,6049,1,1.000,39.99,23.750
40,20181126,6050,1,1.000,39.99,23.750
40,20181126,6051,1,1.000,39.99,23.750
40,20181126,6053,1,2.000,39.99,23.750
40,20181126,6055,1,1.000,39.99,23.750
40,20181126,6056,1,1.000,39.99,23.750
40,20181126,6057,1,1.000,39.99,23.750
40,20181126,6058,1,1.000,39.99,23.750
40,20181126,6059,1,1.000,39.99,23.750
40,20181126,6060,1,1.000,39.99,23.750
40,20181126,6062,1,1.000,39.99,23.750
40,20181126,6064,1,1.000,39.99,23.750
40,20181126,6065,1,1.000,39.99,23.750
40,20181126,6067,1,1.000,39.99,23.750
40,20181126,6068,1,1.000,39.99,23.750
40,20181126,6069,1,2.000,39.99,23.750
40,20181126,6070,1,1.000,39.99,23.750
40,20181126,6073,2,1.000,39.99,23.750
40,20181126,6074,1,1.000,39.99,23.750
40,20181126,6075,1,1.000,39.99,23.750
40,20181126,6076,2,1.000,39.99,23.750
40,20181126,6077,1,1.000,39.99,23.750
40,20181126,6078,2,1.000,39.99,23.750
40,20181126,6079,1,1.000,39.99,23.750
40,20181126,6080,1,1.000,39.99,23.750
40,20181126,6081,1,1.000,39.99,23.750
40,20181126,6082,1,1.000,39.99,23.750
40,20181126,6083,1,1.000,39.99,23.750
40,20181127,6165,1,1.000,39.99,23.750
40,20181127,6197,1,2.000,39.99,23.750
40,20181127,6198,1,1.000,39.99,23.750
40,20181127,6199,1,1.000,39.99,23.750
40,20181127,6200,1,1.000,39.99,23.750
40,20181127,6201,1,1.000,39.99,23.750
40,20181127,6202,1,1.000,39.99,23.750
40,20181127,6203,1,1.000,39.99,23.750
40,20181127,6204,3,1.000,39.99,23.750
40,20181127,6205,1,1.000,39.99,23.750
40,20181127,6206,1,1.000,39.99,23.750
40,20181127,6207,1,1.000,39.99,23.750
40,20181127,6208,1,1.000,39.99,23.750
40,20181127,6209,1,1.000,39.99,23.750
40,20181127,6210,1,1.000,39.99,23.750
40,20181127,6211,1,1.000,39.99,23.750
40,20181127,6212,1,1.000,39.99,23.750
40,20181127,6213,1,2.000,39.99,23.750
40,20181127,6214,1,1.000,39.99,23.750
40,20181127,6215,1,1.000,39.99,23.750
40,20181127,6216,1,1.000,39.99,23.750
40,20181127,6217,4,1.000,39.99,23.750
40,20181127,6218,1,1.000,39.99,23.750
40,20181127,6219,1,1.000,39.99,23.750
40,20181127,6220,2,1.000,39.99,23.750
40,20181127,6221,1,1.000,39.99,23.750
40,20181127,6222,1,1.000,39.99,23.750
40,20181127,6224,1,1.000,39.99,23.750
40,20181127,6225,2,1.000,39.99,23.750
40,20181127,6226,1,1.000,39.99,23.750
40,20181127,6227,1,1.000,39.99,23.750
40,20181127,6228,1,1.000,39.99,23.750
40,20181127,6242,1,1.000,39.99,23.750
40,20181127,6243,1,2.000,39.99,23.750
40,20181127,6249,1,1.000,39.99,23.750
40,20181127,6250,1,1.000,39.99,23.750
40,20181127,6251,1,1.000,39.99,23.750
40,20181127,6252,1,1.000,39.99,23.750
40,20181127,6253,1,2.000,39.99,23.750
40,20181127,6254,1,1.000,39.99,23.750
40,20181127,6255,1,1.000,39.99,23.750
40,20181127,6256,1,1.000,39.99,23.750
40,20181128,6388,1,1.000,39.99,23.750
40,20181128,6390,1,1.000,39.99,23.750
40,20181128,6391,1,1.000,39.99,23.750
40,20181128,6392,1,1.000,39.99,23.750
40,20181128,6393,1,1.000,39.99,23.750
40,20181128,6394,1,1.000,39.99,23.750
40,20181128,6395,1,2.000,39.99,23.750
40,20181128,6396,1,1.000,39.99,23.750
40,20181128,6397,1,1.000,39.99,23.750
40,20181128,6398,1,1.000,39.99,23.750
40,20181128,6399,1,1.000,39.99,23.750
40,20181128,6402,1,1.000,39.99,23.750
40,20181128,6407,1,1.000,39.99,23.750
40,20181128,6408,1,1.000,39.99,23.750
40,20181128,6409,1,1.000,39.99,23.750
40,20181128,6410,1,1.000,39.99,23.750
40,20181128,6412,1,1.000,39.99,23.750
40,20181128,6413,1,2.000,39.99,23.750
40,20181128,6414,1,1.000,39.99,23.750
40,20181128,6415,1,1.000,39.99,23.750
40,20181128,6416,1,1.000,39.99,23.750
40,20181128,6417,1,1.000,39.99,23.750
40,20181128,6418,1,1.000,39.99,23.750
40,20181128,6419,1,1.000,39.99,23.750
40,20181128,6420,1,1.000,39.99,23.750
40,20181128,6421,1,1.000,39.99,23.750
40,20181128,6422,1,1.000,39.99,23.750
40,20181128,6423,1,2.000,39.99,23.750
40,20181128,6424,1,2.000,39.99,23.750
40,20181128,6425,1,1.000,39.99,23.750
40,20181128,6443,1,1.000,39.99,23.750
40,20181128,6444,1,1.000,39.99,23.750
40,20181128,6445,1,1.000,39.99,23.750
40,20181128,6446,1,2.000,39.99,23.750
40,20181128,6447,1,1.000,39.99,23.750
40,20181128,6448,1,1.000,39.99,23.750
40,20181128,6449,1,1.000,39.99,23.750
40,20181128,6450,1,1.000,39.99,23.750
40,20181128,6451,1,1.000,39.99,23.750
40,20181128,6452,1,1.000,39.99,23.750
40,20181128,6453,1,1.000,39.99,23.750
40,20181128,6454,1,2.000,39.99,23.750
40,20181128,6455,1,1.000,39.99,23.750
40,20181128,6456,3,1.000,39.99,23.750
40,20181128,6457,1,1.000,39.99,23.750
40,20181128,6458,1,1.000,39.99,23.750
40,20181128,6459,1,1.000,39.99,23.750
40,20181128,6460,1,1.000,39.99,23.750
40,20181128,6461,1,1.000,39.99,23.750
40,20181128,6462,1,1.000,39.99,23.750
40,20181128,6463,1,1.000,39.99,23.750
40,20181128,6464,1,1.000,39.99,23.750
40,20181128,6465,1,1.000,39.99,23.750
40,20181129,6509,1,3.000,39.99,23.750
40,20181129,6510,1,1.000,39.99,23.750
40,20181129,6523,1,5.000,39.99,23.750
40,20181129,6524,1,1.000,39.99,23.750
40,20181129,6525,2,1.000,39.99,23.750
40,20181129,6526,1,1.000,39.99,23.750
40,20181129,6527,1,1.000,39.99,23.750
40,20181129,6528,1,1.000,39.99,23.750
40,20181129,6529,2,1.000,39.99,23.750
40,20181129,6530,1,1.000,39.99,23.750
40,20181129,6531,1,1.000,39.99,23.750
40,20181129,6532,2,1.000,39.99,23.750
40,20181129,6533,2,1.000,39.99,23.750
40,20181129,6534,1,1.000,39.99,23.750
40,20181129,6535,1,2.000,39.99,23.750
40,20181129,6536,1,1.000,39.99,23.750
40,20181129,6537,1,1.000,39.99,23.750
40,20181129,6538,1,1.000,39.99,23.750
40,20181129,6539,1,2.000,39.99,23.750
40,20181129,6540,1,1.000,39.99,23.750
40,20181130,6574,1,1.000,39.99,23.750
40,20181130,6575,1,1.000,39.99,23.750
40,20181130,6576,1,2.000,39.99,23.750
40,20181130,6577,1,1.000,39.99,23.750
40,20181130,6578,1,1.000,39.99,23.750
40,20181130,6579,1,1.000,39.99,23.750
40,20181130,6582,1,1.000,39.99,23.750
40,20181130,6583,1,1.000,39.99,23.750
40,20181130,6584,1,1.000,39.99,23.750
40,20181130,6585,1,1.000,39.99,23.750
40,20181130,6586,1,1.000,39.99,23.750
40,20181130,6587,1,1.000,39.99,23.750
40,20181130,6588,1,1.000,39.99,23.750
40,20181130,6589,1,1.000,39.99,23.750
40,20181203,6660,1,1.000,39.99,23.750
40,20181203,6661,2,1.000,39.99,23.750
40,20181203,6663,1,1.000,39.99,23.750
40,20181203,6664,1,1.000,39.99,23.750
40,20181203,6665,1,1.000,39.99,23.750
40,20181203,6666,2,1.000,39.99,23.750
40,20181203,6667,1,1.000,39.99,23.750
40,20181204,6731,1,1.000,39.99,23.750
40,20181204,6732,1,1.000,39.99,23.750
40,20181204,6733,1,1.000,39.99,23.750
40,20181204,6734,6,1.000,39.99,23.750
40,20181204,6735,1,1.000,39.99,23.750
40,20181204,6736,1,1.000,39.99,23.750
40,20181204,6737,1,1.000,39.99,23.750
40,20181204,6738,1,1.000,39.99,23.750
40,20181205,6784,1,1.000,39.99,23.750
40,20181205,6785,1,1.000,39.99,23.750
40,20181205,6786,1,1.000,39.99,23.750
40,20181205,6787,1,1.000,39.99,23.750
40,20181205,6788,1,1.000,39.99,23.750
40,20181205,6789,1,1.000,39.99,23.750
40,20181205,6790,1,1.000,39.99,23.750
40,20181205,6791,1,1.000,39.99,23.750
40,20181205,6792,1,1.000,39.99,23.750
40,20181205,6793,1,1.000,39.99,23.750
40,20181205,6794,1,1.000,39.99,23.750
40,20181205,6795,1,1.000,39.99,23.750
40,20181205,6796,1,1.000,39.99,23.750
40,20181205,6797,1,1.000,39.99,23.750
40,20181205,6798,1,2.000,39.99,23.750
40,20181206,6845,1,1.000,39.99,23.750
40,20181206,6846,1,1.000,39.99,23.750
40,20181206,6847,1,1.000,39.99,23.750
40,20181206,6848,1,1.000,39.99,23.750
40,20181206,6849,1,1.000,39.99,23.750
40,20181206,6850,1,1.000,39.99,23.750
40,20181206,6851,1,1.000,39.99,23.750
40,20181206,6852,1,1.000,39.99,23.750
40,20181206,6853,1,2.000,39.99,23.750
40,20181206,6854,1,1.000,39.99,23.750
40,20181206,6855,1,1.000,39.99,23.750
40,20181206,6856,1,1.000,39.99,23.750
40,20181206,6857,1,1.000,39.99,23.750
40,20181206,6858,1,1.000,39.99,23.750
40,20181206,6859,1,1.000,39.99,23.750
40,20181206,6860,1,1.000,39.99,23.750
40,20181206,6861,1,1.000,39.99,23.750
40,20181206,6862,1,1.000,39.99,23.750
40,20181206,6863,1,1.000,39.99,23.750
40,20181206,6864,1,1.000,39.99,23.750
40,20181206,6865,1,2.000,39.99,23.750
40,20181206,6866,1,1.000,39.99,23.750
40,20181206,6867,1,1.000,39.99,23.750
40,20181206,6868,1,1.000,39.99,23.750
40,20181206,6869,1,1.000,39.99,23.750
40,20181206,6870,1,1.000,39.99,23.750
40,20181206,6871,1,1.000,39.99,23.750
40,20181206,6872,1,1.000,39.99,23.750
40,20181207,6905,1,1.000,39.99,23.750
40,20181207,6906,1,1.000,39.99,23.750
40,20181207,6907,4,2.000,39.99,23.750
40,20181207,6908,2,1.000,39.99,23.750
40,20181207,6909,1,1.000,39.99,23.750
