SCRUB_ITEM,PRICE_START_DATE,PRICE_END_DATE,TSC_PRICE
84,2021-01-27,2021-01-31,3799.990
84,2021-02-01,9999-12-31,3999.990
85,2019-09-10,2019-09-12,243.480
85,2019-09-13,2019-09-22,239.990
85,2019-09-23,2019-09-24,215.990
85,2019-09-25,2019-10-03,239.990
85,2019-10-04,2019-10-08,215.990
85,2019-10-09,2019-11-05,239.990
85,2019-11-06,2019-11-10,215.990
85,2019-11-11,2019-11-26,239.990
85,2019-11-27,2019-12-01,215.990
85,2019-12-02,2019-12-10,215.990
85,2019-12-11,2020-07-12,239.990
85,2020-07-13,2020-07-19,215.990
85,2020-07-20,2020-07-28,215.990
85,2020-07-29,2020-08-02,239.990
85,2020-08-03,2020-08-09,215.990
85,2020-08-10,2020-08-16,215.990
85,2020-08-17,2020-08-23,215.990
85,2020-08-24,2020-09-01,215.990
85,2020-09-02,2020-09-13,239.990
85,2020-09-14,2020-09-15,215.990
85,2020-09-16,2020-09-20,215.990
85,2020-09-21,2020-09-22,215.990
85,2020-09-23,2020-10-11,239.990
85,2020-10-12,2020-10-14,215.990
85,2020-10-15,2020-10-18,215.990
85,2020-10-19,2020-10-20,215.990
85,2020-10-21,2020-10-27,215.990
85,2020-10-28,2020-10-29,239.990
85,2020-10-30,2020-11-08,199.990
85,2020-11-09,2020-11-12,179.990
85,2020-11-13,2020-11-15,179.990
85,2020-11-16,2020-11-17,199.990
85,2020-11-18,2020-11-23,179.990
85,2020-11-24,2020-11-28,179.990
85,2020-11-29,2020-12-05,179.990
85,2020-12-06,2020-12-07,179.990
85,2020-12-08,2020-12-12,179.990
85,2020-12-13,2020-12-18,179.990
85,2020-12-19,2020-12-31,179.990
85,2021-01-01,2021-01-31,199.990
85,2021-02-01,2021-02-07,179.990
85,2021-02-08,2021-02-09,179.990
85,2021-02-10,2021-06-20,199.990
85,2021-06-21,2021-06-22,179.990
85,2021-06-23,2021-07-31,199.990
85,2021-08-01,2021-08-08,229.990
86,2019-05-28,2020-06-07,79.990
86,2020-06-08,2020-06-16,71.990
86,2020-06-17,9999-12-31,79.990
87,2019-09-09,2019-09-15,699.990
87,2019-09-16,2019-09-22,629.990
87,2019-09-23,2019-09-24,629.990
87,2019-09-25,2019-09-29,629.990
87,2019-09-30,2019-11-10,699.990
87,2019-11-11,2019-11-19,629.990
87,2019-11-20,2019-11-26,699.990
87,2019-11-27,2019-12-01,629.990
87,2019-12-02,2019-12-08,699.990
87,2019-12-09,2019-12-10,629.990
87,2019-12-11,2019-12-17,629.990
87,2019-12-18,2020-02-11,699.990
87,2020-02-12,2020-02-17,629.990
87,2020-02-18,2020-03-22,699.990
87,2020-03-23,2020-03-29,629.990
87,2020-03-30,2020-04-07,629.990
87,2020-04-08,2020-10-11,699.990
87,2020-10-12,2020-10-14,629.990
87,2020-10-15,2020-10-18,629.990
87,2020-10-19,2020-10-20,629.990
87,2020-10-21,2020-11-03,699.990
87,2020-11-04,2020-11-08,629.990
87,2020-11-09,2020-11-12,629.990
87,2020-11-13,2020-11-15,629.990
87,2020-11-16,2020-11-17,629.990
87,2020-11-18,2020-12-05,699.990
87,2020-12-06,2020-12-07,629.990
87,2020-12-08,2020-12-12,629.990
87,2020-12-13,2020-12-18,629.990
87,2020-12-19,2020-12-31,629.990
87,2021-01-01,2021-01-10,699.990
87,2021-01-11,2021-01-17,629.990
87,2021-01-18,2021-06-20,699.990
87,2021-06-21,2021-06-22,629.990
87,2021-06-23,9999-12-31,699.990
88,2019-09-12,2019-09-12,94.990
88,2019-09-13,2019-09-15,94.990
88,2019-09-16,2019-09-16,94.990
88,2019-09-17,2019-09-18,94.990
88,2019-09-19,2019-09-29,99.980
88,2019-09-30,2019-10-01,94.990
88,2019-10-02,2019-10-13,99.980
88,2019-10-14,2019-10-21,89.990
88,2019-10-22,2019-11-24,109.980
88,2019-11-25,2019-11-26,119.990
88,2019-11-27,2019-12-01,95.990
88,2019-12-02,2019-12-10,95.990
88,2019-12-11,2019-12-17,95.990
88,2019-12-18,2019-12-31,95.990
88,2020-01-01,2020-09-15,119.990
88,2020-09-16,2020-09-20,95.990
88,2020-09-21,2020-09-22,119.990
88,2020-09-23,2020-09-27,95.990
88,2020-09-28,2020-10-27,119.990
88,2020-10-28,2020-11-01,89.990
88,2020-11-02,2020-11-12,89.990
88,2020-11-13,2020-11-15,89.990
88,2020-11-16,2020-11-17,95.990
88,2020-11-18,2020-11-18,95.990
88,2020-11-19,2020-11-23,89.990
88,2020-11-24,2020-11-28,89.990
88,2020-11-29,2020-12-05,89.990
88,2020-12-06,2020-12-07,89.990
88,2020-12-08,2020-12-12,99.990
88,2020-12-13,2020-12-18,99.990
88,2020-12-19,2020-12-24,99.990
88,2020-12-25,2020-12-31,99.990
88,2021-01-01,2021-01-05,99.990
88,2021-01-06,2021-01-10,99.990
88,2021-01-11,9999-12-31,119.990
89,2019-09-03,2019-09-24,104.990
89,2019-09-25,2019-09-29,89.240
89,2019-09-30,2019-10-03,104.990
89,2019-10-04,2019-10-08,94.490
89,2019-10-09,2019-10-27,104.990
89,2019-10-28,2019-10-29,94.490
89,2019-10-30,2019-11-10,104.990
89,2019-11-11,2019-11-19,94.490
89,2019-11-20,2019-11-27,104.990
89,2019-11-28,2019-11-29,94.490
89,2019-11-30,2019-12-01,94.490
89,2019-12-02,2019-12-10,94.490
89,2019-12-11,2020-02-17,104.990
89,2020-02-18,2020-02-23,94.490
89,2020-02-24,2020-02-25,94.490
89,2020-02-26,2020-03-01,94.490
89,2020-03-02,2020-03-03,104.990
89,2020-03-04,2020-03-08,89.240
89,2020-03-09,2020-03-22,104.990
89,2020-03-23,2020-03-29,89.240
89,2020-03-30,2020-04-07,83.990
89,2020-04-08,2020-04-19,104.990
89,2020-04-20,2020-04-28,94.490
89,2020-04-29,2020-05-19,104.990
89,2020-05-20,2020-05-25,89.240
89,2020-05-26,2020-06-07,104.990
89,2020-06-08,2020-06-16,94.490
89,2020-06-17,2020-06-21,104.990
89,2020-06-22,2020-06-28,94.490
89,2020-06-29,2020-08-23,104.990
89,2020-08-24,2020-09-01,94.490
89,2020-09-02,2020-09-15,104.990
89,2020-09-16,2020-09-20,94.490
89,2020-09-21,2020-11-17,104.990
89,2020-11-18,2020-11-23,94.490
89,2020-11-24,2020-12-12,104.990
89,2020-12-13,2020-12-18,94.490
89,2020-12-19,2021-01-26,104.990
89,2021-01-27,2021-01-31,94.490
89,2021-02-01,2021-02-07,89.240
89,2021-02-08,2021-02-09,89.240
89,2021-02-10,2021-03-02,104.990
89,2021-03-03,2021-03-07,89.240
89,2021-03-08,2021-03-09,94.490
89,2021-03-10,2021-03-14,94.490
89,2021-03-15,2021-03-30,109.990
89,2021-03-31,2021-04-05,98.990
89,2021-04-06,2021-04-11,93.490
89,2021-04-12,2021-05-09,109.990
89,2021-05-10,2021-05-20,93.490
89,2021-05-21,2021-05-25,109.990
89,2021-05-26,2021-05-31,93.490
89,2021-06-01,2021-06-20,109.990
89,2021-06-21,2021-06-22,98.990
89,2021-06-23,2021-06-30,109.990
89,2021-07-01,2021-07-31,119.990
89,2021-08-01,9999-12-31,139.990
90,2018-12-03,2020-07-12,599.990
90,2020-07-13,2020-07-19,499.990
90,2020-07-20,2020-07-28,599.990
90,2020-07-29,2020-08-02,499.990
90,2020-08-03,2020-08-09,599.990
90,2020-08-10,2020-08-16,499.990
90,2020-08-17,2020-08-23,499.990
90,2020-08-24,2020-09-01,499.990
90,2020-09-02,2020-09-13,599.990
90,2020-09-14,2020-09-20,499.990
90,2020-09-21,2020-09-27,499.990
90,2020-09-28,2020-10-04,499.990
90,2020-10-05,2020-10-11,499.990
90,2020-10-12,2020-10-18,499.990
90,2020-10-19,2020-10-27,499.990
90,2020-10-28,2020-11-01,399.990
90,2020-11-02,2020-11-12,399.990
90,2020-11-13,2020-11-15,599.990
90,2020-11-16,2020-11-17,499.990
90,2020-11-18,2020-11-23,499.990
90,2020-11-24,2020-11-28,499.990
90,2020-11-29,2020-12-05,499.990
90,2020-12-06,2020-12-07,599.990
90,2020-12-08,2020-12-12,499.990
90,2020-12-13,2020-12-18,499.990
90,2020-12-19,2020-12-24,499.990
90,2020-12-25,2020-12-31,499.990
90,2021-01-01,2021-01-05,499.990
90,2021-01-06,2021-01-10,499.990
90,2021-01-11,2021-01-17,499.990
90,2021-01-18,2021-02-23,599.990
90,2021-02-24,2021-02-28,499.990
90,2021-03-01,2021-03-11,599.990
90,2021-03-12,2021-07-18,619.990
90,2021-07-19,2021-07-27,419.990
90,2021-07-28,2021-07-30,619.990
90,2021-07-31,2021-08-01,699.990
90,2021-08-02,2021-08-08,649.990
91,2019-09-09,2019-09-22,599.990
91,2019-09-23,2019-09-24,539.990
91,2019-09-25,2019-09-29,539.990
91,2019-09-30,2019-11-10,599.990
91,2019-11-11,2019-11-19,539.990
91,2019-11-20,2019-11-26,599.990
91,2019-11-27,2019-12-01,539.990
91,2019-12-02,2019-12-08,599.990
91,2019-12-09,2019-12-10,539.990
91,2019-12-11,2019-12-17,539.990
91,2019-12-18,2020-02-11,599.990
91,2020-02-12,2020-02-17,539.990
91,2020-02-18,2020-03-22,599.990
91,2020-03-23,2020-03-29,539.990
91,2020-03-30,2020-04-07,539.990
91,2020-04-08,2020-10-11,599.990
91,2020-10-12,2020-10-14,539.990
91,2020-10-15,2020-10-18,539.990
91,2020-10-19,2020-10-20,539.990
91,2020-10-21,2020-11-03,599.990
91,2020-11-04,2020-11-08,539.990
91,2020-11-09,2020-11-12,539.990
91,2020-11-13,2020-11-15,539.990
91,2020-11-16,2020-11-17,539.990
91,2020-11-18,2020-12-05,599.990
91,2020-12-06,2020-12-07,539.990
91,2020-12-08,2020-12-12,539.990
91,2020-12-13,2020-12-18,539.990
91,2020-12-19,2020-12-31,539.990
91,2021-01-01,2021-01-10,599.990
91,2021-01-11,2021-01-17,539.990
91,2021-01-18,2021-06-20,599.990
91,2021-06-21,2021-06-22,539.990
91,2021-06-23,9999-12-31,599.990
92,2019-02-18,2019-09-24,1099.990
92,2019-09-25,2019-09-29,890.990
92,2019-09-30,2019-10-08,1099.990
92,2019-10-09,2019-10-13,890.990
92,2019-10-14,2019-11-05,1099.990
92,2019-11-06,2019-11-10,890.990
92,2019-11-11,2019-11-26,1099.990
92,2019-11-27,2019-12-01,791.990
92,2019-12-02,2019-12-10,1099.990
92,2019-12-11,2019-12-17,791.990
92,2019-12-18,2019-12-24,791.990
92,2019-12-25,2020-01-07,1099.990
92,2020-01-08,2020-01-12,841.490
92,2020-01-13,2020-02-11,1099.990
92,2020-02-12,2020-02-17,890.990
92,2020-02-18,2020-09-18,1099.990
92,2020-09-19,2020-09-20,899.990
92,2020-09-21,2020-09-27,1099.990
92,2020-09-28,2020-10-04,899.990
92,2020-10-05,2020-10-11,899.990
92,2020-10-12,2020-10-18,899.990
92,2020-10-19,2020-10-27,899.990
92,2020-10-28,2020-11-01,999.990
92,2020-11-02,2020-11-03,999.990
92,2020-11-04,2020-11-08,1079.990
92,2020-11-09,2020-11-12,999.990
92,2020-11-13,2020-11-15,999.990
92,2020-11-16,2020-11-17,999.990
92,2020-11-18,2020-11-23,999.990
92,2020-11-24,2020-11-28,999.990
92,2020-11-29,2020-12-05,999.990
92,2020-12-06,2020-12-07,1199.990
92,2020-12-08,2020-12-12,999.990
92,2020-12-13,2020-12-18,999.990
92,2020-12-19,2020-12-24,999.990
92,2020-12-25,2020-12-31,999.990
92,2021-01-01,2021-01-05,999.990
92,2021-01-06,2021-01-10,999.990
92,2021-01-11,2021-01-17,999.990
92,2021-01-18,2021-08-23,1199.990
93,2019-09-03,2019-09-22,229.990
93,2019-09-23,2019-09-24,206.990
93,2019-09-25,2019-09-29,195.490
93,2019-09-30,2019-10-03,229.990
93,2019-10-04,2019-10-08,206.990
93,2019-10-09,2019-10-13,206.990
93,2019-10-15,2019-10-20,206.990
93,2019-10-21,2019-10-27,229.990
93,2019-10-28,2019-10-29,206.990
93,2019-10-30,2019-11-05,229.990
93,2019-11-06,2019-11-10,206.990
93,2019-11-11,2019-11-19,206.990
93,2019-11-20,2019-11-24,195.490
93,2019-11-25,2019-11-26,229.990
93,2019-11-27,2019-12-01,206.990
93,2019-12-02,2019-12-10,206.990
93,2019-12-11,2019-12-17,195.490
93,2019-12-18,2019-12-24,195.490
93,2019-12-25,2019-12-25,195.490
93,2019-12-26,2019-12-31,195.490
93,2020-01-01,2020-01-07,195.490
93,2020-01-08,2020-01-12,229.990
93,2020-01-13,2020-01-19,206.990
93,2020-01-20,2020-01-26,229.990
93,2020-01-27,2020-02-04,206.990
93,2020-02-05,2020-02-11,206.990
93,2020-02-12,2020-03-08,229.990
93,2020-03-09,2020-03-17,206.990
93,2020-03-18,2020-03-22,229.990
93,2020-03-23,2020-03-29,206.990
93,2020-03-30,2020-04-07,206.990
93,2020-04-08,2020-04-19,229.990
93,2020-04-20,2020-04-28,206.990
93,2020-04-29,2020-05-05,229.990
93,2020-05-06,2020-05-10,206.990
93,2020-05-11,2020-05-31,229.990
93,2020-06-01,2020-06-07,206.990
93,2020-06-08,2020-06-28,229.990
93,2020-06-29,2020-07-07,206.990
93,2020-07-08,2020-07-12,206.990
93,2020-07-13,2020-07-19,206.990
93,2020-07-20,2020-07-28,229.990
93,2020-07-29,2020-08-02,206.990
93,2020-08-03,2020-08-23,229.990
93,2020-08-24,2020-09-01,206.990
93,2020-09-02,2020-09-15,229.990
93,2020-09-16,2020-09-20,206.990
93,2020-09-21,2020-09-22,206.990
93,2020-09-23,2020-09-27,206.990
93,2020-09-28,2020-10-11,229.990
93,2020-10-12,2020-10-14,206.990
93,2020-10-15,2020-10-18,206.990
93,2020-10-19,2020-10-20,206.990
93,2020-10-21,2020-10-27,206.990
93,2020-10-28,2020-11-03,229.990
93,2020-11-04,2020-11-08,206.990
93,2020-11-09,2020-11-12,206.990
93,2020-11-13,2020-11-15,206.990
93,2020-11-16,2020-11-17,206.990
93,2020-11-18,2020-11-23,229.990
93,2020-11-24,2020-11-28,206.990
93,2020-11-29,2020-12-05,206.990
93,2020-12-06,2020-12-07,206.990
93,2020-12-08,2020-12-12,206.990
93,2020-12-13,2020-12-18,206.990
93,2020-12-19,2020-12-31,206.990
93,2021-01-01,2021-01-31,229.990
93,2021-02-01,2021-02-07,206.990
93,2021-02-08,2021-02-09,206.990
93,2021-02-10,2021-02-15,206.990
93,2021-02-16,2021-02-21,206.990
93,2021-02-22,2021-02-28,206.990
93,2021-03-01,2021-03-02,206.990
93,2021-03-03,2021-03-07,229.990
93,2021-03-08,2021-03-09,206.990
93,2021-03-10,2021-03-14,206.990
93,2021-03-15,2021-03-16,229.990
93,2021-03-17,2021-03-21,206.990
93,2021-03-22,2021-03-23,229.990
93,2021-03-24,2021-03-28,206.990
93,2021-03-29,2021-03-30,206.990
93,2021-03-31,2021-04-11,229.990
93,2021-04-12,2021-04-18,206.990
93,2021-04-19,2021-05-09,229.990
93,2021-05-10,2021-05-20,206.990
93,2021-05-21,2021-05-25,229.990
93,2021-05-26,2021-05-31,206.990
93,2021-06-01,2021-06-13,229.990
93,2021-06-14,2021-06-15,206.990
93,2021-06-16,2021-06-20,229.990
93,2021-06-21,2021-06-22,206.990
93,2021-06-23,9999-12-31,229.990
94,2019-07-15,2020-03-17,299.990
94,2020-03-18,2020-03-22,249.990
94,2020-03-23,2020-03-29,239.990
94,2020-03-30,2020-04-07,249.990
94,2020-04-08,2020-04-13,249.990
94,2020-04-14,2020-04-19,299.990
94,2020-04-20,2020-04-28,249.990
94,2020-04-29,2020-05-05,299.990
94,2020-05-06,2020-05-10,249.990
94,2020-05-11,2020-05-31,299.990
94,2020-06-01,2020-06-07,249.990
94,2020-06-08,2020-06-16,249.990
94,2020-06-17,2020-06-21,249.990
94,2020-06-22,2020-07-05,249.990
94,2020-07-06,2020-07-07,299.990
94,2020-07-08,2020-07-12,249.990
94,2020-07-13,2020-07-28,299.990
94,2020-07-29,2020-08-02,249.990
94,2020-08-03,2020-08-23,299.990
94,2020-08-24,2020-09-01,249.990
94,2020-09-02,2020-11-28,299.990
94,2020-11-29,2020-12-05,269.990
94,2020-12-06,2020-12-07,299.990
94,2020-12-08,2020-12-12,269.990
94,2020-12-13,2020-12-18,269.990
94,2020-12-19,2020-12-24,269.990
94,2020-12-25,2021-01-05,299.990
94,2021-01-06,2021-01-10,269.990
94,2021-01-11,2021-01-26,299.990
94,2021-01-27,2021-01-31,269.990
94,2021-02-01,2021-02-09,299.990
94,2021-02-10,2021-02-15,269.990
94,2021-02-16,2021-03-07,299.990
94,2021-03-08,2021-03-16,319.990
94,2021-03-17,2021-03-21,287.990
94,2021-03-22,2021-03-23,319.990
94,2021-03-24,2021-03-28,287.990
94,2021-03-29,2021-03-30,319.990
94,2021-03-31,2021-04-05,287.990
94,2021-04-06,2021-04-11,287.990
94,2021-04-12,2021-04-27,287.990
94,2021-04-28,2021-05-02,287.990
94,2021-05-03,2021-05-04,319.990
94,2021-05-05,2021-05-09,287.990
94,2021-05-10,2021-05-31,319.990
94,2021-06-01,2021-06-06,287.990
94,2021-06-07,2021-06-13,287.990
94,2021-06-14,2021-06-15,287.990
94,2021-06-16,2021-06-20,319.990
94,2021-06-21,2021-06-22,287.990
94,2021-06-23,2021-07-05,319.990
94,2021-07-06,2021-07-11,287.990
94,2021-07-12,9999-12-31,319.990
95,2019-08-26,2019-10-03,249.990
95,2019-10-04,2019-10-08,224.990
95,2019-10-09,2019-10-27,249.990
95,2019-10-28,2019-10-29,224.990
95,2019-10-30,2019-11-05,249.990
95,2019-11-06,2019-11-10,224.990
95,2019-11-11,2019-11-19,224.990
95,2019-11-20,2019-11-26,249.990
95,2019-11-27,2019-12-01,199.990
95,2019-12-02,2019-12-10,212.490
95,2019-12-11,2019-12-17,249.990
95,2019-12-18,2019-12-24,212.490
95,2019-12-25,2019-12-31,249.990
95,2020-01-01,2020-01-07,212.490
95,2020-01-08,2020-01-12,249.990
95,2020-01-13,2020-01-19,224.990
95,2020-01-20,2020-02-17,249.990
95,2020-02-18,2020-02-23,224.990
95,2020-02-24,2020-02-25,224.990
95,2020-02-26,2020-03-03,249.990
95,2020-03-04,2020-03-08,199.990
95,2020-03-09,2020-03-29,249.990
95,2020-03-30,2020-04-07,224.990
95,2020-04-08,2020-04-19,249.990
95,2020-04-20,2020-04-28,224.990
95,2020-04-29,2020-06-07,249.990
95,2020-06-08,2020-06-16,224.990
95,2020-06-17,2020-09-01,249.990
95,2020-09-02,2020-09-07,224.990
95,2020-09-08,2020-09-20,249.990
95,2020-09-21,2020-09-22,224.990
95,2020-09-23,2020-11-08,249.990
95,2020-11-09,2020-11-12,224.990
95,2020-11-13,2020-11-15,224.990
95,2020-11-16,2020-12-12,249.990
95,2020-12-13,2020-12-18,224.990
95,2020-12-19,2020-12-31,224.990
95,2021-01-01,2021-03-14,249.990
95,2021-03-15,2021-03-16,224.990
95,2021-03-17,2021-03-21,224.990
95,2021-03-22,2021-05-21,249.990
95,2021-05-22,2021-06-06,279.990
95,2021-06-07,2021-06-13,251.990
95,2021-06-14,2021-06-15,251.990
95,2021-06-16,2021-06-20,279.990
95,2021-06-21,2021-06-22,251.990
95,2021-06-23,2021-06-30,279.990
95,2021-07-01,9999-12-31,359.990
96,2019-12-02,2019-12-10,399.990
96,2019-12-11,2019-12-17,399.990
96,2019-12-18,2019-12-31,399.990
96,2020-01-01,2020-01-07,349.990
96,2020-01-08,2020-01-12,424.990
96,2020-01-13,2020-01-19,349.990
96,2020-01-20,2020-01-24,349.990
96,2020-01-25,2020-02-04,399.990
96,2020-02-05,2020-02-11,399.990
96,2020-02-12,2020-02-17,349.990
96,2020-02-18,2020-02-23,349.990
96,2020-02-24,2020-09-15,499.990
96,2020-09-16,2020-09-20,399.990
96,2020-09-21,2020-09-22,499.990
96,2020-09-23,2020-09-27,399.990
96,2020-09-28,2020-10-11,499.990
96,2020-10-12,2020-10-18,399.990
96,2020-10-19,2020-10-27,399.990
96,2020-10-28,2020-11-03,399.990
96,2020-11-04,2020-11-08,499.990
96,2020-11-09,2020-11-12,399.990
96,2020-11-13,2020-11-15,399.990
96,2020-11-16,2020-11-17,399.990
96,2020-11-18,2020-11-23,399.990
96,2020-11-24,2020-11-28,399.990
96,2020-11-29,2020-12-05,399.990
96,2020-12-06,2020-12-07,499.990
96,2020-12-08,2020-12-12,399.990
96,2020-12-13,2020-12-18,399.990
96,2020-12-19,2020-12-24,399.990
96,2020-12-25,2020-12-31,399.990
96,2021-01-01,2021-01-05,399.990
96,2021-01-06,2021-01-10,399.990
96,2021-01-11,2021-01-17,499.990
96,2021-01-18,2021-01-26,399.990
96,2021-01-27,2021-01-31,399.990
96,2021-02-01,2021-02-09,399.990
96,2021-02-10,2021-02-15,399.990
96,2021-02-16,9999-12-31,499.990
97,2018-12-03,2019-10-27,19.990
97,2019-10-28,2019-11-05,15.990
97,2019-11-06,2019-11-10,19.990
97,2019-11-11,2019-11-19,15.990
97,2019-11-20,2019-11-26,19.990
97,2019-11-27,2019-12-01,15.990
97,2019-12-02,2019-12-10,15.990
97,2019-12-11,2019-12-17,15.990
97,2019-12-18,2019-12-31,15.990
97,2020-01-01,2020-01-07,19.990
97,2020-01-08,2020-01-12,16.990
97,2020-01-13,2020-11-28,19.990
97,2020-11-29,2020-12-05,15.990
97,2020-12-06,2020-12-07,19.990
97,2020-12-08,2020-12-12,15.990
97,2020-12-13,2020-12-18,15.990
97,2020-12-19,2020-12-24,15.990
97,2020-12-25,2021-08-18,19.990
